Term;Course #;Title`;Cross-listed Courses;Faculty;Method;Day and Time;Room;Enrollment;Combined Enrollment
0809S;FREN-03-06;Intermediate French;;Raina Uhden;LEC;MWF 11:00AM-11:50AM;CHAP 204;6;6
0809S;FREN-05-01;Language and Literature;;Rosalina de la Carrera;L/D;MWF 10:00AM-10:50AM;CHAP 103;7;7
0809S;FREN-07-01;Intro French Lit & Cult;;Leah Hewitt;L/D;MWF 11:00AM-11:50AM;CONV 304;13;13
0809S;FREN-08-01;French Conversation;;Jay Caplan;L/D;TTH 02:00PM-03:20PM;CHAP 210;11;11
0809S;FREN-08-02;French Conversation;;Laure Katsaros;L/D;MWF 10:00AM-10:50AM;FAYE 217A;17;17
0809S;FREN-35-01;Lovers and Libertines;;Jay Caplan;L/D;MW 02:00PM-03:20PM;CONV 308;8;8
0809S;FREN-42-01;Women of Ill Repute;;Laure Katsaros;L/D;MW 12:30PM-01:50PM;WEBS 220;19;19
0809S;FREN-53-01;French Lit Outside Europ;BLST-22-01,FREN-53-01;Leah Hewitt;L/D;MWF 10:00AM-10:50AM;CONV 304;18;19
0809S;FREN-60-01;Mastrpieces of Fren Lit;;Rosalina de la Carrera;L/D;MWF 11:00AM-11:50AM;CHAP 210;15;15
0809S;FREN-64-01;Transnat'l Fren Cinemas;ENGL-84-01,FREN-64-01;Dale Hudson;L/D;TTH 02:00PM-03:20PM;CONV 308;2;8
0809S;GEOL-11-03;Principles of Geology;;Tekla Harms;LEC;MWF 12:00PM-12:50PM;ESNH 107;19;19
0809S;GEOL-11-04;Principles of Geology;;Tekla Harms;LEC;MWF 12:00PM-12:50PM;ESNH 107;20;20
0809S;GEOL-11-05;Principles of Geology;;Tekla Harms;LEC;MWF 12:00PM-12:50PM;ESNH 107;23;23
0809S;GEOL-21-01;Surface Earth Dynamics;;Anna Martini;LEC;MWF 10:00AM-10:50AM;ESNH 107;7;7
0809S;GEOL-24-02;Vertebrate Paleontology;;Margery Coombs;LEC;TTH 11:30AM-12:50PM;ESNH 107;6;6
0809S;GEOL-24-04;Vertebrate Paleontology;;Margery Coombs;LEC;TTH 11:30AM-12:50PM;ESNH 107;2;2
0809S;GEOL-28-01;Hydrogeology;;Anna Martini;LEC;MWF 12:00PM-12:50PM;ESNH 203;6;6
0809S;GEOL-32-01;Igneous Metamor Petrolgy;;John Cheney;LEC;MWF 09:00AM-09:50AM;ESNH 303;8;8
0809S;GEOL-34-01;Sediment & Stratigraph;;James Hagadorn;LEC;MWF 11:00AM-11:50AM;ESNH 211;12;12
0809S;GEOL-41-01;Env/Solid Earth Geophys;;Peter Crowley;LEC;MWF 10:00AM-10:50AM;ESNH 303;5;5
0809S;GERM-02-01;Elementary German II;;Sigrit Schutz;L/D;MWF 10:00AM-10:50AM;CHAP 119;9;9
0809S;GERM-02-02;Elementary German II;;Sigrit Schutz;L/D;MWF 09:00AM-09:50AM;CHAP 119;8;8
0809S;GERM-10-01;Adv Comp & Conversation;;Heidi Gilpin;L/D;MWF 10:00AM-10:50AM;CONV 302;2;2
0809S;GERM-14-01;Adv Read/Convers/Styl II;;Sigrit Schutz;L/D;MWF 11:00AM-11:50AM;CHAP 119;5;5
0809S;GERM-16-01;Cultural Hist from 1800;;Ute Brandes;L/D;TTH 11:30AM-12:50PM;CHAP 119;5;5
0809S;GERM-38-01;Modern Drama;;Christian Rogowski;L/D;TTH 02:00PM-03:20PM;CHAP 119;4;4
0809S;GERM-52-01;Kafka, Brecht & T. Mann;;Ute Brandes;L/D;MW 02:00PM-03:20PM;CHAP 119;16;16
0809S;GERM-65-01;Making Memorials;GERM-65-01,EUST-65-01;Heidi Gilpin;L/D;MW 12:30PM-01:50PM;CONV 302;4;5
0809S;GREE-01-01;Intro Greek Language;;Dale Sinos;L/D;MWF 11:00AM-11:50AM;MCLS 428;5;5
0809S;GREE-12-01;Plato's Apology;;Rebecca Sinos;L/D;MWF 10:00AM-10:50AM;CHAP 204;6;6
0809S;GREE-18-01;Intro to Greek Epic;;Dale Sinos;L/D;MWF 10:00AM-10:50AM;MCLS 428;4;4
0809S;HIST-05-01;Britain Since 1815;;Michal Shapira;L/D;TTH 11:30AM-12:50PM;CHAP 203;22;22
0809S;HIST-07-01;Ecological Imperialism;;Jill Payne;L/D;MW 12:30PM-01:50PM;CHAP 203;24;24
0809S;HIST-08-01;Colonial North America;;Kevin Sweeney;L/D;MWF 01:00PM-01:50PM;CHAP 210;16;16
0809S;HIST-12-01;Blk Diaspora: Eman-Prsnt;HIST-12-01,BLST-33-01;Jose Castro Alves;L/D;TTH 10:00AM-11:20AM;COOP 101;5;15
0809S;HIST-21-01;Chin Diasporic Commun;;Richard Chu;L/D;TTH 02:00PM-03:20PM;CHAP 204;3;3
0809S;HIST-22-01;Colnl & Pst Colnl Afric;HIST-22-01,BLST-47-01;Sean Redding;L/D;MWF 10:00AM-10:50AM;CHAP 201;31;35
0809S;HIST-28-01;People/Pollution, 1760-Pres;;Jill Payne;L/D;TTH 11:30AM-12:50PM;CHAP 201;39;39
0809S;HIST-30-01;European Enlightenment;;Margaret Hunt;L/D;TTH 10:00AM-11:20AM;BARR 102;28;28
0809S;HIST-34-01;Nazi Germany;;Catherine Epstein;LEC;MW 01:00PM-01:50PM;FAYE 115;32;32
0809S;HIST-34-02;Nazi Germany;;Catherine Epstein;LEC;MW 01:00PM-01:50PM;FAYE 115;30;30
0809S;HIST-37-01;Material Cultr: Am Homes;HIST-37-01,ARHA-33-01;Kevin Sweeney;L/D;TTH 02:00PM-03:20PM;CHAP 203;16;21
0809S;HIST-53-01;Pop Revolution Mod Mexico;;Rick Lopez;L/D;MW 12:30PM-01:50PM;CHAP 205;6;6
0809S;HIST-54-01;Environ Hist: Lat Amer;;Rick Lopez;L/D;M 02:00PM-04:30PM;CHAP 101;21;21
0809S;HIST-61-01;History of Israel;;Norman Levin;L/D;TTH 11:30AM-12:50PM;MORG 111;54;54
0809S;HIST-62-01;Women in Middle East;HIST-62-01,WAGS-62-01,ASLC-63-01;Monica Ringer;L/D;TTH 02:00PM-03:20PM;CHAP 101;10;13
0809S;HIST-64-01;Intro South African Hist;HIST-64-01,BLST-49-01;Sean Redding;L/D;MW 02:00PM-03:20PM;CHAP 203;17;20
0809S;HIST-66-01;Intro Hist West Medicine;;John Servos;L/D;MW 08:30AM-09:50AM;CHAP 201;45;45
0809S;HIST-76-01;Ethnic Cleans/20th c Europe;;Catherine Epstein;L/D;M 02:00PM-04:00PM;CHAP 205;17;17
0809S;HIST-82-01;Race & Educ Opportunity;HIST-82-01,BLST-67-01;Hilary Moss;L/D;W 02:00PM-04:30PM;WEBS 217;14;20
0809S;HIST-94-01;Mid East Court Culture;HIST-94-01,ASLC-65-01;Monica Ringer;L/D;W 02:00PM-04:30PM;MERR 401;6;8
0809S;HIST-96-01;Madness to Prozac;;Michal Shapira;L/D;T 02:00PM-04:00PM;CONV 207;12;12
0809S;HIST-99-01;Writing the Past;;John Servos;L/D;TTH 08:30AM-09:50AM;CHAP 101;25;25
0809S;JAPA-02-01;Building Survival Skills;;Ikumi Kayama  Wako Tawa;L/D;TTH 01:00PM-01:50PM;WEBS 101;11;11
0809S;JAPA-02-01;Building Survival Skills;;Ikumi Kayama  Wako Tawa;L/D;TTH 01:00PM-01:50PM;WEBS 101;11;11
0809S;JAPA-02-02;Building Survival Skills;;Ikumi Kayama  Wako Tawa;L/D;TTH 02:00PM-02:50PM;WEBS 101;7;7
0809S;JAPA-02-02;Building Survival Skills;;Ikumi Kayama  Wako Tawa;L/D;TTH 02:00PM-02:50PM;WEBS 101;7;7
0809S;JAPA-06-01;Auth Japanese Materials;;Kozue Miyama  Wako Tawa;L/D;MW 10:00AM-10:50AM;WEBS 101;7;7
0809S;JAPA-06-01;Auth Japanese Materials;;Kozue Miyama  Wako Tawa;L/D;MW 10:00AM-10:50AM;WEBS 101;7;7
0809S;JAPA-06-02;Auth Japanese Materials;;Kozue Miyama  Wako Tawa;L/D;MW 11:00AM-11:50AM;WEBS 101;10;10
0809S;JAPA-06-02;Auth Japanese Materials;;Kozue Miyama  Wako Tawa;L/D;MW 11:00AM-11:50AM;WEBS 101;10;10
0809S;JAPA-12-01;Reading to Learn;;Wako Tawa  Kozue Miyama;L/D;MW 12:30PM-01:50PM;WEBS 101;12;12
0809S;JAPA-12-01;Reading to Learn;;Wako Tawa  Kozue Miyama;L/D;MW 12:30PM-01:50PM;WEBS 101;12;12
0809S;JAPA-14-01;Thematic Read & Write;;Fumiko Brown  Wako Tawa;L/D;F 02:00PM-04:00PM;WEBS 101;3;3
0809S;JAPA-14-01;Thematic Read & Write;;Fumiko Brown  Wako Tawa;L/D;F 02:00PM-04:00PM;WEBS 101;3;3
0809S;JAPA-16-01;Great Books and Films;;Wako Tawa;L/D;F 02:00PM-04:00PM;WEBS 101;0;0
0809S;LATI-02-01;Intermediate Latin;;Luca Grillo;L/D;MWF 09:00AM-09:50AM;MCLS 428;8;8
0809S;LATI-16-01;The Augustan Age;;Christopher Trinacty;L/D;MWF 09:00AM-09:50AM;CHAP 103;3;3
0809S;LATI-42-01;Latin Epistles;;Christopher Trinacty;L/D;MWF 02:00PM-02:50PM;CHAP 204;7;7
0809S;LJST-10-01;Intro to Legal Theory;;Nasser Hussain;L/D;MW 12:30PM-01:50PM;CHAP 201;35;35
0809S;LJST-25-01;Film, Myth & the Law;;Austin Sarat  Martha Umphrey;L/D;TTH 10:00AM-11:20AM;FAYE 117;29;29
0809S;LJST-25-01;Film, Myth & the Law;;Austin Sarat  Martha Umphrey;L/D;TTH 10:00AM-11:20AM;FAYE 117;29;29
0809S;LJST-32-01;Silence and Justice;;Ethan MacAdam;L/D;MWF 11:00AM-11:50AM;CONV 209;16;16
0809S;LJST-35-01;Law's Nature;;David Delaney;L/D;TTH 11:30AM-12:50PM;BARR 102;17;17
0809S;LJST-37-01;Law & War in Vietnam;;David Delaney;L/D;MWF 10:00AM-10:50AM;CONV 209;23;23
0809S;LJST-39-01;Literature and Law;;Ethan MacAdam;L/D;MW 02:00PM-03:20PM;MCLS 230;5;5
0809S;LJST-45-01;Law & Polit Emergency;;Nasser Hussain;L/D;T 02:00PM-04:30PM;CONV 302;17;17
0809S;LJST-49-01;Law and Love;;Martha Umphrey;L/D;W 02:00PM-04:30PM;BARR 105;12;12
0809S;MATH-06-01;Calculus W Elem Functns;;David Cox;LEC;MWF 10:00AM-10:50AM;SMUD 205;17;17
0809S;MATH-11-01;Intro to the Calculus;;John Condon;LEC;MWF 10:00AM-10:50AM;SMUD 206;33;33
0809S;MATH-12-01;Intermediate Calculus;;Daniel Velleman;LEC;MWF 10:00AM-10:50AM;SMUD 204;18;18
0809S;MATH-12-02;Intermediate Calculus;;Benjamin Hutz;L/D;MWTHF 11:00AM-11:50AM;SMUD 204;5;5
0809S;MATH-13-01;Multivariable Calculus;;Robert Benedetto;LEC;MWF 11:00AM-11:50AM;SMUD 205;33;33
0809S;MATH-15-01;Discrete Mathematics;;David Cox;L/D;MTWF 09:00AM-09:50AM;SMUD 204;18;18
0809S;MATH-17-01;Intro to Statistics;MATH-17-01,ENST-24-01;Amy Wagaman;LEC;MW 11:00AM-11:50AM;SMUD 206;25;30
0809S;MATH-20-01;Differential Equations;;Tanya Leise;LEC;MWF 09:00AM-09:50AM;SMUD 206;5;5
0809S;MATH-22-01;Linear Algebra W Applicat;;Tanya Leise;LEC;MWF 01:00PM-01:50PM;SMUD 205;27;27
0809S;MATH-26-01;Groups, Rings and Fields;;John Condon;L/D;MWTHF 09:00AM-09:50AM;SMUD 205;27;27
0809S;MATH-28-01;Intro to Analysis;;Benjamin Hutz;L/D;MWTHF 01:00PM-01:50PM;SMUD 204;18;18
0809S;MATH-30-01;Mathematical Statistics;;Amy Wagaman;L/D;MWTHF 09:00AM-09:50AM;SMUD 203;7;7
0809S;MATH-44-01;Topology;;Robert Benedetto;L/D;MTWF 01:00PM-01:50PM;SMUD 202;11;11
0809S;MELL-12-01;Science/Valu/Spirit Trad;;Arthur Zajonc;L/D;TTH 11:30AM-12:50PM;JOCH 21;31;31
0809S;MUSI-03-01;Sacred Sound;;Jeffers Engelhardt;L/D;TTH 10:00AM-11:20AM;ARMU 212;20;20
0809S;MUSI-11-01;Introduction to Music;;Klara Moricz;L/D;MWF 10:00AM-10:50AM;ARMU 212;27;27
0809S;MUSI-12-01;Exploring Music;;David Schneider;L/D;MWF 09:00AM-09:50AM;ARMU 212;17;17
0809S;MUSI-21-01;Music & Culture I;MUSI-21-01,EUST-37-01;David Schneider;L/D;MWF 11:00AM-11:50AM;ARMU 212;10;11
0809S;MUSI-25-01;Jazz History After 1945;MUSI-25-01,BLST-19-01;Jason Robinson;L/D;TTH 08:30AM-09:50AM;ARMU 212;16;19
0809S;MUSI-31-01;Harmony & Countrpoint I;;Raphael Atlas;L/D;MW 02:00PM-03:20PM;ARMU 212;17;17
0809S;MUSI-32-01;Form in Tonal Music;;Graham Hunt;L/D;MWF 10:00AM-10:50AM;ARMU 102;11;11
0809S;MUSI-33-01;Repertoire & Analysis;;Graham Hunt;L/D;TTH 11:30AM-12:50PM;ARMU 212;8;8
0809S;MUSI-36-01;Jazz Theory & Improvs II;;Bruce Diehl;L/D;MW 02:00PM-03:20PM;ARMU 7;2;2
0809S;MUSI-48-01;Popular Music/Cultural Ident;;Jason Robinson;L/D;TTH 02:00PM-03:20PM;ARMU 102;12;12
0809S;MUSI-49-01;Anthropology of Music;;Jeffers Engelhardt;L/D;TTH 02:00PM-03:20PM;ARMU 212;3;3
0809S;MUSI-65-01;Electroacoustic Compos;;Eric Sawyer;L/D;TTH 11:30AM-12:50PM;ARMU 217;8;8
0809S;MUSI-72-01;Composition Seminar II;;Eric Sawyer;L/D;F 02:00PM-04:00PM;ARMU 102;8;8
0809S;NEUR-26-02;Intro Neuroscience;NEUR-26-02,PSYC-26-02;John-Paul Baird  Stephen George;LEC;MWF 11:00AM-11:50AM;ESNH 107;16;17
0809S;NEUR-26-02;Intro Neuroscience;NEUR-26-02,PSYC-26-02;John-Paul Baird  Stephen George;LEC;MWF 11:00AM-11:50AM;ESNH 107;16;17
0809S;NEUR-26-03;Intro Neuroscience;NEUR-26-03,PSYC-26-03;John-Paul Baird  Stephen George;LEC;MWF 11:00AM-11:50AM;ESNH 107;15;16
0809S;NEUR-26-03;Intro Neuroscience;NEUR-26-03,PSYC-26-03;John-Paul Baird  Stephen George;LEC;MWF 11:00AM-11:50AM;ESNH 107;15;16
0809S;PHIL-01-01;Rights and Wrongs;;Jyl Gentzler;L/D;MWF 11:00AM-11:50AM;COOP 201;11;11
0809S;PHIL-11-01;Intro to Philosophy;;Thomas Kearns;L/D;TTH 10:00AM-11:20AM;OCTA 201;17;17
0809S;PHIL-11-02;Intro to Philosophy;;Thomas Kearns;L/D;TTH 02:00PM-03:20PM;MERR 401;26;26
0809S;PHIL-18-01;Early Modern Philosophy;;Matthew Silverstein;L/D;MW 12:30PM-01:50PM;WEBS 217;34;34
0809S;PHIL-19-01;Philosophy of Religion;RELI-18-01,PHIL-19-01;Andrew Dole;L/D;TTH 10:00AM-11:20AM;CHAP 101;15;23
0809S;PHIL-24-01;Philosophy of Law;;Nishiten Shah;L/D;MW 12:30PM-01:50PM;OCTA 201;17;17
0809S;PHIL-33-01;Philosophy of the Mind;;Joseph Moore;L/D;TTH 10:00AM-11:20AM;CONV 304;27;27
0809S;PHIL-36-01;Philosophy of Language;;Kevin Klement;L/D;MW 12:30PM-01:50PM;COOP 201;8;8
0809S;PHIL-38-01;What Is Morality;;Nishiten Shah  Matthew Silverstein;L/D;TTH 02:00PM-03:20PM;OCTA 201;24;24
0809S;PHIL-38-01;What Is Morality;;Nishiten Shah  Matthew Silverstein;L/D;TTH 02:00PM-03:20PM;OCTA 201;24;24
0809S;PHIL-49-01;Aristotle;;Jyl Gentzler;L/D;TTH 11:30AM-12:50PM;COOP 201;10;10
0809S;PHIL-60-01;Reason/Exper/Reflect;;Jonathan Vogel;L/D;W 02:00PM-04:30PM;COOP 201;10;10
0809S;PHIL-67-01;Philosophy of Music;;Joseph Moore;L/D;T 02:00PM-04:30PM;COOP 201;13;13
0809S;PHYS-09-01;Energy;;Larry Hunter;L/D;TTH 10:00AM-11:20AM;MERR 314;9;9
0809S;PHYS-16-04;Mechanics & Wave Motion;;Nicholas Darnton  William Loinaz;LEC;MWF 10:00AM-10:50AM;MERR 3;22;22
0809S;PHYS-16-04;Mechanics & Wave Motion;;Nicholas Darnton  William Loinaz;LEC;MWF 10:00AM-10:50AM;MERR 3;22;22
0809S;PHYS-16-05;Mechanics & Wave Motion;;Nicholas Darnton  William Loinaz;LEC;MWF 10:00AM-10:50AM;MERR 3;20;20
0809S;PHYS-16-05;Mechanics & Wave Motion;;Nicholas Darnton  William Loinaz;LEC;MWF 10:00AM-10:50AM;MERR 3;20;20
0809S;PHYS-17-01;Electromagnetsm & Optics;;Kannan Jagannathan  Arthur Zajonc;LEC;MWF 10:00AM-10:50AM;MERR 2;22;22
0809S;PHYS-17-01;Electromagnetsm & Optics;;Kannan Jagannathan  Arthur Zajonc;LEC;MWF 10:00AM-10:50AM;MERR 2;22;22
0809S;PHYS-17-02;Electromagnetsm & Optics;;Kannan Jagannathan  Arthur Zajonc;LEC;MWF 10:00AM-10:50AM;MERR 2;18;18
0809S;PHYS-17-02;Electromagnetsm & Optics;;Kannan Jagannathan  Arthur Zajonc;LEC;MWF 10:00AM-10:50AM;MERR 2;18;18
0809S;PHYS-24-01;Maxwellian Synthesis;;David Hall;LEC;MWF 10:00AM-10:50AM;MERR 211;15;15
0809S;PHYS-26-01;Intermed Lab;;Larry Hunter;L/D;T 02:00PM-06:00PM;MERR 211;16;16
0809S;PHYS-30-01;Stat Mech & Thermodynam;;Kannan Jagannathan;L/D;MWF 01:00PM-01:50PM;MERR 211;11;11
0809S;PHYS-46-01;Molecular & Cell Biophysics;PHYS-46-01,CHEM-46-01;Nicholas Darnton;L/D;MWF 01:00PM-01:50PM;ESNH 107;2;3
0809S;PHYS-48-01;Quantum Mechanics;;William Loinaz;L/D;MWF 11:00AM-11:50AM;MERR 315;5;5
0809S;PICK-05-01;Fisheries;;Ethan Temeles  Jan Dizard;L/D;W 02:00PM-05:00PM;MERR 315;12;12
0809S;PICK-05-01;Fisheries;;Ethan Temeles  Jan Dizard;L/D;W 02:00PM-05:00PM;MERR 315;12;12
0809S;POSC-12-01;Political Obligations;;Hadley Arkes;L/D;MW 02:00PM-03:20PM;FAYE 115;92;92
0809S;POSC-22-01;Modern Indonesia;;Doreen Lee;L/D;TTH 10:00AM-11:20AM;CONV 209;20;20
0809S;POSC-37-01;American Founding;;Hadley Arkes;L/D;TTH 11:30AM-12:50PM;OCTA 201;68;68
0809S;POSC-52-01;Wireless Communities;;Doreen Lee;L/D;W 02:00PM-04:30PM;FAYE 117;20;20
0809S;POSC-59-01;Politics of Moral Reason;;Thomas Dumm;L/D;TTH 02:00PM-03:20PM;FAYE 115;52;52
0809S;POSC-60-01;Punshmt/Politics/Culture;;Austin Sarat;L/D;W 02:00PM-04:00PM;CLAR 100;15;15
0809S;POSC-70-01;Polit Theory:Globalizatn;;Pavel Machala;L/D;T 02:00PM-04:30PM;CLAR 100;14;14
0809S;POSC-75-01;International Politics;;William Taubman;L/D;TH 02:00PM-04:30PM;CONV 302;18;18
0809S;POSC-80-01;Contemp Political Theory;;Thomas Dumm;L/D;M 02:00PM-05:00PM;CLAR 100;13;13
0809S;POSC-85-01;States of Poverty;POSC-85-01,WAGS-85-01;Kristin Bumiller;L/D;T 02:00PM-04:30PM;FAYE 217A;16;18
0809S;POSC-90-01;W. Benjamin & Politics;;Pavel Machala  Irving Wohlfarth;L/D;TH 02:00PM-04:30PM;CLAR 100;9;9
0809S;POSC-90-01;W. Benjamin & Politics;;Pavel Machala  Irving Wohlfarth;L/D;TH 02:00PM-04:30PM;CLAR 100;9;9
0809S;PSYC-12-01;Biological Psych;;Sarah Turgeon;L/D;MWF 11:00AM-11:50AM;MERR 2;76;76
0809S;PSYC-17-01;Food & Eating Disorders;;John-Paul Baird;L/D;TH 02:00PM-04:30PM;MERR 315;15;15
0809S;PSYC-20-01;Social Psychology;;Robert Foels;L/D;TTH 11:30AM-12:50PM;FAYE 115;40;40
0809S;PSYC-22-01;Statis & Expermnt Design;;Robert Foels;L/D;TTH 10:00AM-11:20AM;MERR 403;34;34
0809S;PSYC-25-01;Psychopharmacology;;Sarah Turgeon;L/D;MWF 10:00AM-10:50AM;MERR 315;32;32
0809S;PSYC-26-02;Intro Neuroscience;NEUR-26-02,PSYC-26-02;John-Paul Baird  Stephen George;LEC;MWF 11:00AM-11:50AM;ESNH 107;1;17
0809S;PSYC-26-02;Intro Neuroscience;NEUR-26-02,PSYC-26-02;John-Paul Baird  Stephen George;LEC;MWF 11:00AM-11:50AM;ESNH 107;1;17
0809S;PSYC-26-03;Intro Neuroscience;NEUR-26-03,PSYC-26-03;John-Paul Baird  Stephen George;LEC;MWF 11:00AM-11:50AM;ESNH 107;1;16
0809S;PSYC-26-03;Intro Neuroscience;NEUR-26-03,PSYC-26-03;John-Paul Baird  Stephen George;LEC;MWF 11:00AM-11:50AM;ESNH 107;1;16
0809S;PSYC-27-01;Developmental Psychology;;Rose Olver;L/D;MWF 09:00AM-09:50AM;MERR 315;30;30
0809S;PSYC-31-01;Social Function Emotion;;Piercarlo Valdesolo;L/D;TTH 11:30AM-12:50PM;MERR 220;15;15
0809S;PSYC-34-01;Memory;;Matthew Schulkind;L/D;TTH 10:00AM-11:20AM;MERR 4;35;35
0809S;PSYC-38-01;Psychobiography;;Amy Demorest;L/D;M 02:00PM-04:30PM;MERR 314;16;16
0809S;PSYC-46-01;Environmental Psychology;;Amy Demorest;L/D;W 02:00PM-04:30PM;MERR 314;11;11
0809S;PSYC-57-01;Hist of Psychiatry;;Lisa Raskin;L/D;TH 02:00PM-04:30PM;MCLS 428;15;15
0809S;PSYC-60-01;Devt Psychobiology;;Lisa Raskin;L/D;T 02:00PM-04:30PM;MCLS 428;11;11
0809S;PSYC-63-01;Psychology & the Law;;Allen Hart;L/D;M 02:00PM-04:30PM;MERR 315;18;18
0809S;PSYC-68-01;Autobiographical Memory;;Matthew Schulkind;L/D;T 02:00PM-04:30PM;MERR 314;8;8
0809S;RELI-13-01;Popular Religion;;Susan Niditch;L/D;TTH 10:00AM-11:20AM;CONV 108;49;49
0809S;RELI-14-01;Intro to Hinduism;RELI-14-01,ASLC-17-01;Steven Heim;L/D;MW 12:30PM-01:50PM;CONV 207;20;28
0809S;RELI-18-01;Philosophy of Religion;RELI-18-01,PHIL-19-01;Andrew Dole;L/D;TTH 10:00AM-11:20AM;CHAP 101;8;23
0809S;RELI-22-01;Christian Scriptures;;Robert Doran;L/D;MWF 10:00AM-10:50AM;CHAP 203;23;23
0809S;RELI-24-01;Muhammad;;Tariq Jaffer;L/D;TTH 11:30AM-12:50PM;CHAP 205;10;10
0809S;RELI-28-01;Social Engaged Buddhism;RELI-28-01,ASLC-57-01;Susan Darlington;L/D;W 02:00PM-05:00PM;CHAP 205;4;8
0809S;RELI-35-01;Religion in MesoAmer;;Scott Sessions;L/D;TH 02:00PM-04:30PM;MERR 314;8;8
0809S;RELI-39-01;Women in Judaism;RELI-39-01,WAGS-39-01;Susan Niditch;L/D;M 04:00PM-06:30PM;CHAP 210;5;7
0809S;RELI-43-01;Holy Wo/Man:Late Antquty;;Robert Doran;L/D;MW 12:30PM-01:50PM;CHAP 204;27;27
0809S;RELI-50-01;20th-C Christian Thought;;Andrew Dole;L/D;TTH 11:30AM-12:50PM;CHAP 204;9;9
0809S;RELI-53-01;Sufism;RELI-53-01,ASLC-56-01;Tariq Jaffer;L/D;MW 02:00PM-03:20PM;CHAP 210;8;9
0809S;RELI-58-01;Relig in Atlantic World;RELI-58-01,BLST-28-01;David Wills;L/D;MW 02:00PM-03:20PM;CHAP 103;2;2
0809S;RELI-64-01;Nature of Religion;;David Wills;L/D;T 02:00PM-04:30PM;CHAP 103;5;5
0809S;RUSS-02-01;First-Year Russian II;;Jane Taubman  Tatyana Babyonyshev;L/D;MTWTHF 10:00AM-10:50AM;WEBS 219;12;12
0809S;RUSS-02-01;First-Year Russian II;;Jane Taubman  Tatyana Babyonyshev;L/D;MTWTHF 10:00AM-10:50AM;WEBS 219;12;12
0809S;RUSS-02-02;First-Year Russian II;;Amanda Walling  Tatyana Babyonyshev;L/D;MTWTHF 01:00PM-01:50PM;BARR 105;10;10
0809S;RUSS-02-02;First-Year Russian II;;Amanda Walling  Tatyana Babyonyshev;L/D;MTWTHF 01:00PM-01:50PM;BARR 105;10;10
0809S;RUSS-04-01;Second-Year Russian II;;Catherine Ciepiela  Tatyana Babyonyshev;L/D;MWF 09:00AM-09:50AM;WEBS 219;7;7
0809S;RUSS-04-01;Second-Year Russian II;;Catherine Ciepiela  Tatyana Babyonyshev;L/D;MWF 09:00AM-09:50AM;WEBS 219;7;7
0809S;RUSS-12-01;Third-Year Russian II;;Stanley Rabinowitz  Viktoria Schweitzer;L/D;MW 02:00PM-03:20PM;WEBS 219;4;4
0809S;RUSS-12-01;Third-Year Russian II;;Stanley Rabinowitz  Viktoria Schweitzer;L/D;MW 02:00PM-03:20PM;WEBS 219;4;4
0809S;RUSS-22-01;Survey Russian Lit II;;Stanley Rabinowitz;L/D;MWF 12:00PM-12:50PM;CONV 108;63;63
0809S;RUSS-29-01;Russian & Soviet Film;;Boris Wolfson;L/D;TTH 10:00AM-11:20AM;BARR 105;10;10
0809S;RUSS-32-01;War Stories;;Boris Wolfson;L/D;TTH 02:00PM-03:20PM;WEBS 219;7;7
0809S;RUSS-44-01;Russian Lit & Culture II;;Tatyana Babyonyshev;L/D;MW 12:30PM-01:50PM;WEBS 207;6;6
0809S;SOCI-12-01;An Intro to Sociology;;Ronald Lembo;L/D;TTH 10:00AM-11:20AM;WEBS 220;40;40
0809S;SOCI-22-01;Sociology of Life Course;;Elizabeth Souza;L/D;TTH 02:00PM-03:20PM;BARR 102;18;18
0809S;SOCI-32-01;Cultural Difference;;Ronald Lembo;L/D;TTH 02:00PM-03:20PM;WEBS 217;16;16
0809S;SOCI-36-01;Incarceration & Family;;Anna Curtis;L/D;TTH 02:00PM-03:20PM;MERR 403;20;20
0809S;SPAN-01-01;Elementary Spanish;;Glenda Nieto Cuebas  Maria Maillo;L/D;MWF 09:00AM-09:50AM;BARR 102;13;13
0809S;SPAN-01-01;Elementary Spanish;;Glenda Nieto Cuebas  Maria Maillo;L/D;MWF 09:00AM-09:50AM;BARR 102;13;13
0809S;SPAN-03-01;Intermediate Spanish;;Maria Maillo;L/D;MWF 09:00AM-09:50AM;CHAP 210;7;7
0809S;SPAN-03-02;Intermediate Spanish;;Maria Maillo;L/D;MWF 10:00AM-10:50AM;CHAP 210;13;13
0809S;SPAN-03-03;Intermediate Spanish;;David Arbesu-Fernandez  Maria Maillo;L/D;MWF 09:00AM-09:50AM;BARR 105;12;12
0809S;SPAN-03-03;Intermediate Spanish;;David Arbesu-Fernandez  Maria Maillo;L/D;MWF 09:00AM-09:50AM;BARR 105;12;12
0809S;SPAN-05-01;Language and Literature;;Patricia Ferrer  Maria Maillo;L/D;MWF 09:00AM-09:50AM;MERR 314;2;2
0809S;SPAN-05-01;Language and Literature;;Patricia Ferrer  Maria Maillo;L/D;MWF 09:00AM-09:50AM;MERR 314;2;2
0809S;SPAN-05-02;Language and Literature;;Lucia Suarez  Maria Maillo;L/D;MWF 10:00AM-10:50AM;CHAP 205;8;8
0809S;SPAN-05-02;Language and Literature;;Lucia Suarez  Maria Maillo;L/D;MWF 10:00AM-10:50AM;CHAP 205;8;8
